Timestamp,Light,Temp,Hum,Predicted_Yield
2026-05-14 14:39:30,764,29.041909151713988,56.56977758111873,31.75
2026-05-14 14:39:41,628,31.1405481199567,61.08409782763214,25.55
2026-05-14 14:39:42,717,31.644000035174116,59.44676193022968,29.02
2026-05-14 14:39:52,589,27.056279039969574,64.53532908518234,24.5
2026-05-14 14:39:53,566,31.39845466509227,57.568896002422775,22.96
2026-05-14 14:40:03,540,25.642710018042727,59.591186246685695,22.15
2026-05-14 14:40:04,777,31.39261661200322,62.74001167433909,31.53
2026-05-14 14:40:13,679,27.54784158722144,58.908321099432335,28.39
2026-05-14 14:40:14,760,26.5918051838174,56.081523316346065,31.47
2026-05-14 14:40:25,647,25.83092038332595,56.37949228507081,26.58
2026-05-14 14:40:25,508,30.4082612808831,61.26180894536955,20.82
2026-05-14 14:40:35,673,30.51616636446927,59.312336091427156,27.55
2026-05-14 14:40:36,649,25.698600295869277,62.4309377883282,26.63
2026-05-14 14:40:45,710,28.91389582400137,64.15583788043332,29.55
2026-05-14 14:40:46,477,31.64472464916475,58.063831315110875,19.3
2026-05-14 14:40:55,608,28.847333157374894,61.612225000166355,25.32
2026-05-14 14:40:57,620,26.410389690444838,56.51226095354998,25.63
2026-05-14 14:41:06,571,27.57654371624069,57.50756278237612,23.88
2026-05-14 14:41:07,723,25.855405126393425,60.11164733521613,29.71
2026-05-14 14:41:16,798,28.96216229395636,62.116462258016966,33.19
2026-05-14 14:41:19,526,26.517849327912618,62.334950819950606,21.76
2026-05-14 14:41:26,687,28.10211410090195,63.38749803922054,28.82
2026-05-14 14:41:29,403,29.771162386018545,63.70224199057051,16.63
2026-05-14 14:41:36,423,27.851522894618682,63.416032708979785,17.74
2026-05-14 14:41:39,713,28.497994318522263,59.684012976948814,29.8
2026-05-14 14:41:46,426,29.857435749392273,57.106949621645605,17.56
2026-05-14 14:41:49,691,26.771873510464864,61.48099259024019,28.67
2026-05-14 14:41:57,758,26.880899291111913,59.002603792454714,31.48
2026-05-14 14:41:59,442,29.940362154899816,60.88281561886603,18.2
2026-05-14 14:42:07,592,29.05782454555409,62.63261288332522,24.6
2026-05-14 14:42:10,741,29.050092615458233,57.16978769588866,30.8
2026-05-14 14:42:17,620,28.94393119956089,61.07143405656311,25.79
2026-05-14 14:42:20,544,25.943869565051685,55.7032932732964,22.38
2026-05-14 14:42:27,481,29.097417095066373,63.91358977172878,19.98
2026-05-14 14:42:30,681,29.02586059496638,60.78600218559376,28.31
2026-05-14 14:42:38,570,30.86690186860612,64.92814192953841,23.25
2026-05-14 14:42:41,732,27.9997531175066,57.46457090032671,30.74
2026-05-14 14:42:48,645,28.49710211753077,57.7773411533016,26.96
2026-05-14 14:42:51,639,28.630486022896303,55.81780185307943,26.67
2026-05-14 14:42:59,477,29.656327444369648,55.95538123709241,19.7
2026-05-14 14:43:01,503,26.254567683063552,58.39929277626195,20.76
2026-05-14 14:43:09,572,28.979543796447366,59.45439476835487,23.79
2026-05-14 14:43:12,741,28.588738003261707,61.58591452295411,30.94
2026-05-14 14:43:20,666,28.135116571302454,59.50726597019533,27.93
2026-05-14 14:43:22,451,28.196425198893095,62.99555883482608,18.9
2026-05-14 14:43:30,713,26.77907461607587,58.032758219304554,29.58
2026-05-14 14:43:33,738,30.53071394402713,60.11053683919927,30.21
2026-05-14 14:43:40,488,29.96372091830747,62.45177018473984,20.09
2026-05-14 14:43:43,571,27.114121319800613,57.00026410117662,23.77
2026-05-14 14:43:50,696,27.992813805346586,56.6862179616477,29.23
2026-05-14 14:43:54,403,28.293126637157094,64.91179081027836,16.88
2026-05-14 14:44:00,443,25.343131393198014,60.190501705993384,18.11
2026-05-14 14:44:04,422,26.914641978157306,58.92644927706789,17.53
2026-05-14 14:44:11,458,28.86741200035501,57.790898494433655,19.07
2026-05-14 14:44:14,702,27.097058081619558,64.01444208901059,29.22
2026-05-14 14:44:22,655,25.7139668689232,56.47247079209368,26.88
2026-05-14 14:44:25,774,28.926721808218097,55.969288341758926,32.21
2026-05-14 14:44:32,439,31.264580557518578,58.35666236726138,17.84
2026-05-14 14:44:35,632,27.93890357622478,63.819772032679026,26.53
2026-05-14 14:44:42,541,28.42765896272217,60.89536071925412,22.62
2026-05-14 14:44:45,645,25.38020066286338,61.18535309566808,26.38
2026-05-14 14:44:52,768,26.16744299186165,63.514027554756375,31.66
2026-05-14 14:44:55,705,27.143823326216012,64.44284764963582,29.36
2026-05-14 14:45:03,604,25.97272525697273,60.79629242700373,24.85
2026-05-14 14:45:06,708,31.43200570544812,62.08943376385087,28.72
2026-05-14 14:45:13,481,25.905938841525597,64.38006556959765,19.78
2026-05-14 14:45:16,750,26.13351592573402,64.79134595726529,30.91
2026-05-14 14:45:24,624,31.03211181819762,64.1308223350219,25.41
2026-05-14 14:45:26,698,31.185517170746483,61.829138582540025,28.38
2026-05-14 14:45:34,634,28.737820207431763,55.256829819394355,26.43
2026-05-14 14:45:37,685,25.028344174174233,60.699788376608396,27.92
2026-05-14 14:45:45,526,31.95466586769685,63.10871981393133,21.22
2026-05-14 14:45:48,466,27.85704243475624,57.3811022939963,19.54
2026-05-14 14:45:55,494,27.946372809887666,55.121055291012155,20.74
2026-05-14 14:45:58,713,26.130487059476575,56.65264234331382,29.39
2026-05-14 14:46:03,702,27.637419118556767,59.48184583469167,29.38
2026-05-14 14:46:05,623,26.602262531307446,62.146527253643754,25.8
2026-05-14 14:46:08,417,28.34753902820111,64.52564517997004,17.45
2026-05-14 14:46:14,409,27.796492965076165,55.86504565111646,17.14
2026-05-14 14:46:16,784,27.651270505702346,59.00514038569076,32.81
2026-05-14 14:46:19,549,27.44694507840315,64.19933548604699,22.93
2026-05-14 14:46:26,612,27.301285197549863,64.72670730256421,25.52
2026-05-14 14:46:29,435,27.741932548854155,56.579102829041695,18.22
2026-05-14 14:46:36,651,26.14430137932923,59.7794953948938,26.83
2026-05-14 14:46:40,712,30.768615613653417,58.53572255297626,29.08
2026-05-14 14:46:47,476,26.656343655285628,62.29216365496829,19.72
2026-05-14 14:46:50,599,29.979184792047924,59.06715244284221,24.66
2026-05-14 14:46:57,715,25.63707020666912,60.98814302919374,29.32
2026-05-14 14:47:00,482,30.78631820510413,63.5344072211583,19.68
2026-05-14 14:47:08,550,27.4778054999221,59.18394812364256,22.98
2026-05-14 14:47:11,671,28.45929750878007,62.295476857882505,28.05
2026-05-14 14:47:18,654,25.705265828949532,59.96011008468432,26.84
2026-05-14 14:47:21,649,27.237110282498662,60.540249341906275,27.05
2026-05-14 14:47:29,435,25.291915957513464,61.33214650827508,17.78
2026-05-14 14:47:32,531,31.031783558301992,60.97705847873387,21.63
2026-05-14 14:47:40,489,31.37263786740924,56.92020980604262,19.85
2026-05-14 14:47:42,523,29.393562493187595,55.64216598413972,21.66
2026-05-14 14:47:50,566,30.260826352636087,59.26553957733269,23.23
2026-05-14 14:47:53,762,27.34657572118657,59.970188691146205,31.79
2026-05-14 14:48:01,722,29.63412717296476,56.09662991899695,29.83
2026-05-14 14:48:03,500,28.09311789547834,55.87216356880945,20.98
2026-05-14 14:48:11,756,31.303546371896406,63.481173126069265,30.7
2026-05-14 14:48:14,664,31.2982594758749,59.09988984465518,26.97
2026-05-14 14:48:21,791,31.370548669537392,63.82414317232386,32.1
2026-05-14 14:48:24,661,25.041483317406204,59.869118713268385,26.94
2026-05-14 14:48:32,517,26.828347859783126,63.99466928705533,21.46
2026-05-14 14:48:35,432,30.6005239901626,62.872297738663676,17.67
2026-05-14 14:48:42,645,31.947608936340103,61.68704340914128,26.02
2026-05-14 14:48:45,742,27.079961987593396,62.61118943138593,30.88
2026-05-14 14:48:53,558,31.2396895445467,63.14693625627051,22.68
2026-05-14 14:48:55,688,25.74130875403906,59.22590150289057,28.24
2026-05-14 14:49:03,446,28.414960270731996,60.380101120112556,18.65
2026-05-14 14:49:06,654,25.614487874489935,60.208665218881535,26.81
2026-05-14 14:49:13,737,31.62200193648422,63.72248152893436,29.83
2026-05-14 14:49:16,673,26.486000381695845,64.48498543664566,27.84
2026-05-14 14:49:24,446,27.12740658447599,61.58998326274355,18.57
2026-05-14 14:49:27,608,29.083813784606804,57.439353912403256,25.26
2026-05-14 14:49:34,781,25.836315434880362,58.16374319694979,32.09
2026-05-14 14:49:37,624,25.196674326265885,58.906766090368144,25.47
2026-05-14 14:49:44,568,25.823609521145624,64.40393091068756,23.34
2026-05-14 14:49:47,608,27.836013902267677,60.26395399388531,25.49
2026-05-14 14:49:54,589,27.40260002740512,62.65728626035306,24.59
2026-05-14 14:49:58,652,29.84677301609201,58.51318097161793,26.88
2026-05-14 14:50:05,411,28.02746628243081,56.45105681265443,17.26
2026-05-14 14:50:08,785,29.75164358329223,63.90959641269099,32.39
2026-05-14 14:50:15,517,29.73784625516223,59.58516179728624,21.34
2026-05-14 14:50:18,464,26.381633987324648,63.52300160511478,19.17
2026-05-14 14:50:25,652,29.846293944761204,57.35872584440764,26.88
2026-05-14 14:50:29,550,31.501223809905202,63.70298899766611,22.29
2026-05-14 14:50:31,569,26.123147587131864,58.339031403583085,23.45
2026-05-14 14:50:36,561,27.873022620328776,61.76849349114905,23.53
2026-05-14 14:50:39,712,27.134366915368744,59.99839436213601,29.65
2026-05-14 14:50:44,560,26.159618714764985,60.173457127100946,23.09
2026-05-14 14:50:49,578,30.959059954251003,59.35033269807924,23.56
2026-05-14 14:50:55,543,30.978586182551574,62.03013227447583,22.13
2026-05-14 14:51:00,557,27.62679062585426,56.95286483410132,23.31
2026-05-14 14:51:10,540,27.133374565581697,61.17807095193447,22.48
2026-05-14 14:51:21,760,30.621017353328902,57.07939322781513,31.08
2026-05-14 14:51:31,472,29.488574555237744,62.846628850734774,19.53
2026-05-14 14:51:41,509,30.188013344295747,57.352337843444786,20.91
2026-05-14 14:51:51,789,31.031282126470042,58.60829139305566,32.13
2026-05-14 14:52:02,680,26.062490087231957,62.0780397830798,28.01
2026-05-14 14:52:12,484,25.980766992206156,56.232378603844715,19.92
2026-05-14 14:52:22,685,30.201335887742417,58.49223283167582,28.14
2026-05-14 14:52:33,426,26.42871110385206,57.14419651235981,17.61
2026-05-14 14:52:43,787,25.836980358819375,61.74273949624526,32.34
2026-05-14 14:52:53,650,25.643814850846773,59.07140208020693,26.66
2026-05-14 14:53:04,441,25.992707600699646,60.524491222305514,18.15
2026-05-14 14:53:14,543,26.667474087337723,62.45871830517706,22.5
2026-05-14 14:53:25,784,31.24918584822601,59.46326343410248,31.86
2026-05-14 14:53:36,575,30.77196218965554,62.06711006905908,23.48
2026-05-14 14:53:46,754,29.20945881066758,63.57716188765809,31.28
2026-05-14 14:53:57,508,28.646923192045072,64.34788343968695,21.2
2026-05-14 14:54:07,486,26.590241869284537,60.03798366380809,20.12
2026-05-14 14:54:17,492,28.718815846736458,59.84509942270543,20.52
2026-05-14 14:54:28,595,26.571270035898262,57.63136773608948,24.63
2026-05-14 14:54:38,706,30.014160264921557,57.266018562241285,29.05
2026-05-14 14:54:49,800,31.00079036150271,59.2879173326298,32.59
2026-05-14 14:55:00,512,30.250454040939346,58.70784399867214,21.02
2026-05-14 14:55:10,698,31.44413199171799,56.97651396414758,28.31
2026-05-14 14:55:21,580,28.10220413147305,62.56414432826756,24.34
2026-05-14 14:55:32,417,25.0996295501678,60.22804139805512,17.01
2026-05-14 14:55:43,477,26.9189465850312,63.91362613775168,19.82
2026-05-14 14:55:53,493,30.656915346682652,61.64801807868787,20.16
2026-05-14 14:56:04,634,27.95769753120285,64.25981417242338,26.62
2026-05-14 14:56:14,789,30.554667769682116,57.60112833035119,32.29
2026-05-14 14:56:24,556,25.758914635115044,58.9911579143682,22.83
2026-05-14 14:56:35,785,30.77730091850698,61.05715953245743,32.05
2026-05-14 14:56:45,582,29.07469667209858,58.1100515627408,24.18
2026-05-14 14:56:55,603,30.035370108712478,58.442050946523096,24.81
2026-05-14 14:57:05,425,26.439667896748702,60.134222157331166,17.57
2026-05-14 14:57:16,613,28.06221695620265,58.302439689815714,25.73
2026-05-14 14:57:26,757,28.790200621024958,56.705497538458815,31.54
2026-05-14 14:57:36,428,26.667487180743432,63.3291968716364,17.74
2026-05-14 14:57:46,577,27.047003054442797,56.20470634996236,24.0
2026-05-14 14:57:56,556,26.251651658114707,59.34133891830406,22.94
2026-05-14 14:58:06,744,27.86332737048278,56.88543361512189,31.21
2026-05-14 14:58:17,679,30.301833039844546,58.46917137014137,27.86
2026-05-14 14:58:28,724,30.114147442575074,58.88618947967559,29.77
2026-05-14 14:58:38,457,31.907044672941062,60.065241680556966,18.44
2026-05-14 14:58:48,718,31.73947245552686,58.74207987595186,29.03
2026-05-14 14:58:59,795,30.045238586388724,55.42229131763601,32.71
2026-05-14 14:59:09,605,31.580745387787598,62.08984348511714,24.5
2026-05-14 14:59:19,680,26.3366150399171,56.9463856908862,28.08
2026-05-14 14:59:30,450,29.983058600164686,57.638380866245164,18.53
2026-05-14 14:59:40,714,29.212252864220773,63.22573627708901,29.62
2026-05-14 14:59:50,628,27.335474378233435,57.81040923704161,26.2
2026-05-14 15:00:01,514,27.246831531474317,57.62537115070773,21.43
2026-05-14 15:00:11,554,31.110208002831527,62.05821802412249,22.54
2026-05-14 15:00:21,451,27.045809646265557,64.71286776534822,18.76
2026-05-14 15:00:32,430,30.648669548310934,55.24909560410305,17.58
2026-05-14 15:00:42,577,27.9048240914457,55.338007144186655,24.21
2026-05-14 15:00:53,663,28.738681032239505,62.49185921866823,27.64
2026-05-14 15:01:03,674,29.199564578665964,56.21451781281496,27.97
2026-05-14 15:01:13,413,26.64856198809563,58.94945597058163,17.11
2026-05-14 15:01:23,489,26.478247915646183,64.15858320032169,20.23
2026-05-14 15:01:34,515,26.082656594900712,57.12728775494543,21.22
2026-05-14 15:01:44,581,29.73034938314694,60.27812916807393,23.98
2026-05-14 15:01:55,409,30.62503673840942,57.23685031400088,16.73
2026-05-14 15:02:05,790,29.506124965427865,64.3428697735059,32.68
2026-05-14 15:02:16,454,28.5302831197167,57.69258281164613,18.97
2026-05-14 15:02:27,720,31.665722203556076,57.350535994082776,29.13
2026-05-14 15:02:37,576,31.795007315275985,61.0159835611952,23.27
2026-05-14 15:02:47,628,25.162830704629684,58.71980327489353,25.63
2026-05-14 15:02:57,592,28.094680025472716,60.95145700843574,24.84
2026-05-14 15:03:07,737,26.671953488531557,60.926337239387685,30.54
2026-05-14 15:03:18,757,28.6002181729257,57.14744069053195,31.6
2026-05-14 15:03:28,774,29.85457285741233,59.86080440164767,31.91
